,stars,text,title,review_date,rating,clean_text,sentiment
2738,4.0 out of 5 stars,"









  
  
    
  Good for Samsung mobiles

  
",Good product,Reviewed in India on 18 August 2019,4,good for Samsung mobile,pos
2739,5.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 21 May 2020,5,Good,pos
2740,5.0 out of 5 stars,"









  
  
    
  Excellent materials and service at assured time frame....I love it... I recommend to buy things by Amazon..RegardsVeerayya

  
",Quality and services,Reviewed in India on 10 October 2019,5,excellent material and service at assure time frame I love it I recommend to buy thing by Amazon RegardsVeerayya,pos
2741,5.0 out of 5 stars,"









  
  
    
  Samsung is King When it Comes to Display Batteries and Strong... And Now In Camera Department

  
",Best Product,Reviewed in India on 23 May 2019,5,Samsung be King when it come to Display Batteries and strong and now in Camera Department,pos
2742,5.0 out of 5 stars,"









  
  
    
  very good

  
",very good,Reviewed in India on 7 July 2018,5,very good,pos
2743,5.0 out of 5 stars,"









  
  
    
  Excellent products. Delivered in 2 days. Original Samsung brand memory card.

  
",Excellent,Reviewed in India on 1 June 2020,5,excellent product deliver in day original Samsung brand memory card,pos
2744,5.0 out of 5 stars,"









  
  
    
  A reliable memory card

  
",Good memory card,Reviewed in India on 13 April 2019,5,reliable memory card,neu
2745,5.0 out of 5 stars,"









  
  
    
  Very Good

  
",Very Good,Reviewed in India on 4 December 2018,5,very good,pos
2746,5.0 out of 5 stars,"









  
  
    
  Sturdy card. Used in my tablet. No speed issues.

  
",Fast and sturdy. Does what it says,Reviewed in India on 14 July 2019,5,Sturdy card use in my tablet no speed issue,neg
2747,5.0 out of 5 stars,"









  
  
    
  nice product

  
",nice product,Reviewed in India on 4 December 2018,5,nice product,pos
2748,5.0 out of 5 stars,"









  
  
    
  Still no issueMax storage

  
",Good product,Reviewed in India on 30 March 2019,5,still no issueMax storage,neg
2749,5.0 out of 5 stars,"









  
  
    
  Very good product. Full memory available. Fast transfer. Delivered in a day.

  
",Go for it,Reviewed in India on 5 July 2020,5,very good product full memory available fast transfer deliver in day,pos
2750,3.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 24 May 2019,3,Good,pos
2751,5.0 out of 5 stars,"









  
  
    
  Good product using since 4 years still working good, no issue of data corruption.

  
",Go for it,Reviewed in India on 4 December 2018,5,good product use since year still work good no issue of datum corruption,pos
2752,1.0 out of 5 stars,"









  
  
    
  My product is missing....

  
",My product is missing.,Reviewed in India on 1 May 2019,1,My product be miss,neg
2753,4.0 out of 5 stars,"









  
  
    
  Super performance this memory but some file is not support in this memory card,and all of the best Memory evo plus you can bye this product without any problems

  
",Very fast speed 95&20 mb/sec,Reviewed in India on 11 December 2017,4,Super performance this memory but some file be not support in this memory card and all of the good memory evo plus you can bye this product without any problem,pos
2754,5.0 out of 5 stars,"









  
  
    
  Good product

  
",Fast card,Reviewed in India on 12 March 2019,5,good product,pos
2755,4.0 out of 5 stars,"









  
  
    
  Till Now it's GoodHope it will work good further as well

  
",Good,Reviewed in India on 18 August 2018,4,till now it be GoodHope it will work good further as well,pos
2756,5.0 out of 5 stars,"









  
  
    
  Good and fast

  
",Good,Reviewed in India on 24 June 2019,5,good and fast,pos
2757,5.0 out of 5 stars,"









  
  
    
  Awesome samsung product

  
",Awesome product,Reviewed in India on 28 November 2019,5,awesome samsung product,pos
2758,5.0 out of 5 stars,"









  
  
    
  Simply superb storage

  
",Suorrb,Reviewed in India on 18 March 2019,5,simply superb storage,pos
2759,5.0 out of 5 stars,"









  
  
    
  Good quality product.

  
",Value of money!,Reviewed in India on 27 December 2018,5,good quality product,pos
2760,4.0 out of 5 stars,"









  
  
    
  Writing speed is slow other than that everything is ok.

  
",Bang for buck,Reviewed in India on 5 March 2020,4,write speed be slow other than that everything be ok,pos
2761,4.0 out of 5 stars,"









  
  
    
  Samsung memory cards are good comparatively other brands.

  
",Worth it,Reviewed in India on 16 September 2020,4,Samsung memory card be good comparatively other brand,pos
2762,5.0 out of 5 stars,"









  
  
    
  nice product

  
",nice one,Reviewed in India on 11 December 2017,5,nice product,pos
2763,5.0 out of 5 stars,"









  
  
    
  Class10 64 gb best samsung product used 2years no fault

  
",Samsung product best,Reviewed in India on 27 March 2019,5,Class gb good samsung product use years no fault,pos
2764,4.0 out of 5 stars,"









  
  
    
  Good product

  
",Good buy,Reviewed in India on 27 March 2019,4,good product,pos
2765,4.0 out of 5 stars,"









  
  
    
  good

  
",good,Reviewed in India on 9 October 2019,4,good,pos
2766,5.0 out of 5 stars,"









  
  
    
  Dada transfer rate is literally fast

  
",High Speed memory card and it is original,Reviewed in India on 26 March 2019,5,Dada transfer rate be literally fast,neu
2767,5.0 out of 5 stars,"









  
  
    
  Using since last 5 months, not having any problems

  
",Five Stars,Reviewed in India on 3 July 2019,5,use since last month not have any problem,pos
2768,5.0 out of 5 stars,"









  
  
    
  Good to buy

  
",5 star,Reviewed in India on 12 July 2019,5,good to buy,pos
2769,3.0 out of 5 stars,"









  
  
    
  Memay card locked

  
",Locked,Reviewed in India on 14 August 2018,3,Memay card lock,neu
2770,5.0 out of 5 stars,"









  
  
    
  good product, not much to comment about a memory card

  
",Item as described,Reviewed in India on 11 December 2017,5,good product not much to comment about memory card,pos
2771,5.0 out of 5 stars,"









  
  
    
  Must buy product for a phone with up to 64GB storage.

  
",Must buy product,Reviewed in India on 31 August 2020,5,Must buy product for phone with up to GB storage,neu
2772,4.0 out of 5 stars,"









  
  
    
  A much best.

  
",Always we using Sony memory cards only.,Reviewed in India on 23 December 2017,4,much good,pos
2773,5.0 out of 5 stars,"









  
  
    
  😊

  
",👍,Reviewed in India on 5 August 2019,5,,neu
2774,4.0 out of 5 stars,"









  
  
    
  Good product

  
",Good product,Reviewed in India on 22 March 2019,4,good product,pos
2775,4.0 out of 5 stars,"









  
  
    
  Good product

  
",Worth purchase,Reviewed in India on 15 January 2020,4,good product,pos
2776,4.0 out of 5 stars,"









  
  
    
  OK

  
",OK,Reviewed in India on 2 March 2020,4,ok,pos
2777,5.0 out of 5 stars,"









  
  
    
  Good product

  
",Nice SD card,Reviewed in India on 22 October 2019,5,good product,pos
2778,5.0 out of 5 stars,"









  
  
    
  Good one. Superfast delivery

  
",Good one. Superfast delivery,Reviewed in India on 7 January 2020,5,good superfast delivery,pos
2779,5.0 out of 5 stars,"









  
  
    
  Good quality

  
",Good,Reviewed in India on 26 June 2019,5,good quality,pos
2780,5.0 out of 5 stars,"









  
  
    
  Tell us more

  
",Wow,Reviewed in India on 4 December 2018,5,tell us more,neu
2782,5.0 out of 5 stars,"









  
  
    
  Received the product in correct order. Works perfectly with my s7 edge

  
",Five Stars,Reviewed in India on 25 July 2019,5,receive the product in correct order work perfectly with my edge,pos
2783,4.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 5 March 2020,4,Good,pos
2784,5.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 20 March 2018,5,Good,pos
2785,4.0 out of 5 stars,"









  
  
    
  Ok, working properly

  
","Ok, working properly",Reviewed in India on 23 May 2019,4,ok work properly,pos
2786,5.0 out of 5 stars,"









  
  
    
  No problems till now i purchased it in april.That is all i can say just pray that you get the good piece before you order

  
",Go for it if your confident with your luck,Reviewed in India on 21 May 2019,5,no problem till now purchase it in april that be all can say just pray that you get the good piece before you order,pos
2787,4.0 out of 5 stars,"









  
  
    
  Its ok

  
",Its ok,Reviewed in India on 8 January 2019,4,Its ok,pos
2788,4.0 out of 5 stars,"









  
  
    
  Nice

  
",Good,Reviewed in India on 13 July 2019,4,Nice,pos
2789,2.0 out of 5 stars,"









  
  
    
  Good

  
",Nice,Reviewed in India on 13 July 2019,2,Good,pos
2790,1.0 out of 5 stars,"









  
  
    
  This product is waste to buy becoz copying files from pc to sd is not working and even from phone storage to sd card is also not working.Main thing is that intinal It occupy 3GB space for sd

  
",samsung EVO Plus SD Card,Reviewed in India on 4 December 2018,1,this product be waste to buy becoz copying file from pc to sd be not work and even from phone storage to sd card be also not work main thing be that intinal It occupy GB space for sd,neg
2791,5.0 out of 5 stars,"









  
  
    
  Better than sandisk 👍

  
",Good,Reviewed in India on 11 December 2017,5,well than sandisk,pos
2792,1.0 out of 5 stars,"









  
  
    
  No proper 32GB used Only for Space 29.80GBVerry Bad

  
",Only for Space 29.80GB  Verry Bad,Reviewed in India on 24 October 2018,1,no proper GB use only for Space gbverry bad,neg
2793,4.0 out of 5 stars,"









  
  
    
  Good. Using for a month

  
",Good,Reviewed in India on 4 July 2019,4,Good use for month,pos
2794,5.0 out of 5 stars,"









  
  
    
  The best

  
",Samsung 128GB Grade 3,Reviewed in India on 2 February 2020,5,the good,pos
2795,5.0 out of 5 stars,"









  
  
    
  Good

  
",Super,Reviewed in India on 27 June 2019,5,Good,pos
2796,5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Nice,Reviewed in India on 4 December 2018,5,Value for money,pos
2797,5.0 out of 5 stars,"









  
  
    
  Thank for amazon in this deliveryVery speed of accessible the data

  
",Amazing🤩,Reviewed in India on 4 December 2018,5,thank for amazon in this deliveryvery speed of accessible the datum,pos
2798,5.0 out of 5 stars,"









  
  
    
  Storage Capacity- GoodEasy to install- GoodValue for money- 💯% ✓

  
",Good product in this price.,Reviewed in India on 4 December 2018,5,storage Capacity GoodEasy to install GoodValue for money,neu
2799,5.0 out of 5 stars,"









  
  
    
  Value for money, great speed while you save a 4K video.Way better than Strontium Nitro A1 and Sandisk Ultra.

  
",Best in class Micro SD Card,Reviewed in India on 7 March 2019,5,Value for money great speed while you save video way well than Strontium Nitro and Sandisk Ultra,pos
2800,5.0 out of 5 stars,"









  
  
    
  Buy

  
",Just buy,Reviewed in India on 22 August 2019,5,Buy,neu
2801,4.0 out of 5 stars,"









  
  
    
  Nice and works well with any device. I am using in my home and action camera as well and it works good with both of them.

  
",Good product,Reviewed in India on 31 August 2019,4,Nice and work well with any device I be use in my home and action camera as well and it work good with both of them,pos
2802,5.0 out of 5 stars,"









  
  
    
  nice product

  
",good,Reviewed in India on 14 June 2019,5,nice product,pos
2803,4.0 out of 5 stars,"









  
  
    
  Full Storage Capacity should be Utilizable

  
",STORAGE CAPACITY,Reviewed in India on 11 December 2017,4,full storage capacity should be utilizable,neu
2804,4.0 out of 5 stars,"









  
  
    
  Value for money

  
",Nice,Reviewed in India on 22 February 2019,4,Value for money,pos
2805,5.0 out of 5 stars,"









  
  
    
  good at this price

  
",good at this price,Reviewed in India on 3 April 2019,5,good at this price,pos
2806,4.0 out of 5 stars,"









  
  
    
  I like the data transfer speed

  
",Useful for less inbuilt memory smartphones,Reviewed in India on 8 October 2019,4,I like the data transfer speed,pos
2807,5.0 out of 5 stars,"









  
  
    
  Vv good

  
",Vvgood,Reviewed in India on 27 January 2019,5,Vv good,pos
2808,5.0 out of 5 stars,"









  
  
    
  Nice

  
",Good,Reviewed in India on 13 December 2018,5,Nice,pos
2809,5.0 out of 5 stars,"









  
  
    
  Good storage capacity and speedy

  
",Speedy download and good offer,Reviewed in India on 2 August 2019,5,good storage capacity and speedy,pos
2810,5.0 out of 5 stars,"









  
  
    
  Amazon Good

  
",Amazon Quality,Reviewed in India on 11 December 2017,5,Amazon Good,pos
2811,5.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 5 July 2020,5,Good,pos
2812,4.0 out of 5 stars,"









  
  
    
  Better se card than others available in market

  
",Superb,Reviewed in India on 18 March 2019,4,well se card than other available in market,pos
2813,5.0 out of 5 stars,"









  
  
    
  Quite fast.

  
",Fast,Reviewed in India on 25 July 2019,5,quite fast,neu
2814,5.0 out of 5 stars,"









  
  
    
  Just perfect within the price group.

  
",Just perfect within the price group.,Reviewed in India on 11 December 2017,5,just perfect within the price group,pos
2815,1.0 out of 5 stars,"









  
  
    
  Received fake item need exchange or refund.

  
",Received Duplicate product,Reviewed in India on 30 August 2019,1,receive fake item need exchange or refund,neg
2816,5.0 out of 5 stars,"









  
  
    
  Very good

  
",Very good,Reviewed in India on 16 October 2017,5,very good,pos
2817,5.0 out of 5 stars,"









  
  
    
  Royal family members

  
",Good,Reviewed in India on 19 August 2020,5,Royal family member,neu
2818,3.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 26 October 2019,3,Good,pos
2819,5.0 out of 5 stars,"









  
  
    
  Awesome product

  
",Very nice,Reviewed in India on 13 July 2020,5,awesome product,pos
2820,5.0 out of 5 stars,"









  
  
    
  Superb deal.

  
",Superb deal. Recommended,Reviewed in India on 7 July 2019,5,Superb deal,pos
2821,5.0 out of 5 stars,"









  
  
    
  This is a memory card which you can use in a phone, media player or a camera. I am using it in raspberry pi.

  
",This is a memory card,Reviewed in India on 7 October 2018,5,this be memory card which you can use in phone medium player or camera I be use it in raspberry pi,neu
2822,4.0 out of 5 stars,"









  
  
    
  Best product and quality

  
",Best product and quality,Reviewed in India on 4 December 2018,4,good product and quality,pos
2823,5.0 out of 5 stars,"









  
  
    
  Samsung always best

  
",Easy to transfer files,Reviewed in India on 14 July 2018,5,Samsung always good,pos
2824,5.0 out of 5 stars,"









  
  
    
  It is very well u can buyComportable for samsung smart phon

  
",... is very well u can buy Comportable for samsung smart,Reviewed in India on 28 March 2019,5,It be very well can buycomportable for samsung smart phon,pos
2825,5.0 out of 5 stars,"









  
  
    
  Awesome

  
",Awesome,Reviewed in India on 4 December 2019,5,awesome,pos
2826,4.0 out of 5 stars,"









  
  
    
  Very good

  
",Value for money,Reviewed in India on 18 April 2018,4,very good,pos
2827,5.0 out of 5 stars,"









  
  
    
  Good material

  
",Good,Reviewed in India on 24 October 2019,5,good material,pos
2828,5.0 out of 5 stars,"









  
  
    
  Using it for my DSLR Camera for 4K video recording and high speed continuous shots. Loved the performance

  
",A must buy product from Samsung,Reviewed in India on 4 December 2018,5,use it for my dslr Camera for video recording and high speed continuous shot love the performance,pos
2829,5.0 out of 5 stars,"









  
  
    
  good

  
",Five Stars,Reviewed in India on 7 August 2020,5,good,pos
2830,5.0 out of 5 stars,"









  
  
    
  Nice card durability and easy to install and easy to use

  
",Good,Reviewed in India on 13 February 2019,5,Nice card durability and easy to install and easy to use,pos
2831,5.0 out of 5 stars,"









  
  
    
  Genuine Samsung sd card he..value for money

  
",Nice product,Reviewed in India on 14 August 2018,5,Genuine Samsung sd card he value for money,pos
2832,5.0 out of 5 stars,"









  
  
    
  Fair enough!

  
","Nice item, i got around 29 mbps write speed with card reader.",Reviewed in India on 11 December 2017,5,Fair enough,pos
2833,5.0 out of 5 stars,"









  
  
    
  Good one

  
",Good one,Reviewed in India on 13 June 2019,5,good,pos
2834,5.0 out of 5 stars,"









  
  
    
  I m happy to use the m.card it is very useful for my cellphone and i use it for my dslr...also.

  
",Value for money,Reviewed in India on 11 March 2019,5,happy to use the mcard it be very useful for my cellphone and use it for my dslr also,pos
2835,1.0 out of 5 stars,"









  
  
    
  Not upto the mark......this device........and price of product is too high............I suggest.........plzzz.......fall the price of this device........as soon as possible...

  
",Product price,Reviewed in India on 31 October 2019,1,not upto the mark this device and price of product be too high I suggest plzz fall the price of this device as soon as possible,neu
2836,1.0 out of 5 stars,"









  
  
    
  Used t in my phone.. has stopped working and cannot be detected.. all data lost

  
",All data lost,Reviewed in India on 3 June 2019,1,use in my phone have stop work and can not be detect all datum lose,neg
2837,3.0 out of 5 stars,"









  
  
    
  Good

  
",Average,Reviewed in India on 26 December 2018,3,Good,pos
2838,5.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 16 August 2018,5,Good,pos
2839,5.0 out of 5 stars,"









  
  
    
  Good product...original card...Easy to install...

  
",Sridhars review...,Reviewed in India on 11 December 2017,5,good product original card easy to install,pos
2840,4.0 out of 5 stars,"









  
  
    
  Awesome product easy to install and too fast data transfor and move

  
",Value for money,Reviewed in India on 14 December 2018,4,awesome product easy to install and too fast data transfor and move,pos
2841,5.0 out of 5 stars,"









  
  
    
  Got it for 1300 rs on amazon prime day,and its totally worth for that price.Whereas 1700 rs feels like overpricing.

  
",Great deal,Reviewed in India on 11 February 2020,5,get it for on amazon prime day and its totally worth for that price whereas rs feel like overpricing,pos
2842,4.0 out of 5 stars,"









  
  
    
  Very good  product in this price. ......

  
",Very good product in this price,Reviewed in India on 16 June 2020,4,very good product in this price,pos
2843,5.0 out of 5 stars,"









  
  
    
  used for almost 2 months ... nice

  
",best Performance,Reviewed in India on 23 August 2019,5,use for almost month nice,pos
2844,5.0 out of 5 stars,"









  
  
    
  High speed and we got 59GB memory space...I LOVE IT

  
",Pretty good,Reviewed in India on 23 September 2017,5,high speed and we get GB memory space I love it,pos
2845,5.0 out of 5 stars,"









  
  
    
  GOOD COPY AND READ SPEED

  
",Good genuine product,Reviewed in India on 4 December 2018,5,good COPY and read SPEED,pos
2846,5.0 out of 5 stars,"









  
  
    
  Nice product. Satisfied

  
",Working good,Reviewed in India on 2 July 2019,5,nice product satisfied,pos
2847,2.0 out of 5 stars,"









  
  
    
  Ok

  
",Ok,Reviewed in India on 28 July 2019,2,ok,pos
2848,5.0 out of 5 stars,"









  
  
    
  Overall speed of card is good but only sd adapter is not appropriate to the size of laptop

  
",Nice memory card,Reviewed in India on 4 December 2018,5,overall speed of card be good but only sd adapter be not appropriate to the size of laptop,pos
2849,5.0 out of 5 stars,"









  
  
    
  Super storage device

  
",SUPERB PRODUCT WITH GOOD PRICE,Reviewed in India on 12 January 2019,5,Super storage device,pos
2850,5.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 25 February 2019,5,Good,pos
2851,5.0 out of 5 stars,"









  
  
    
  Excellent product

  
",Reviews,Reviewed in India on 15 May 2020,5,excellent product,pos
2852,4.0 out of 5 stars,"









  
  
    
  29 Gb available to use. Writing speed is upto 20mbps. You can transfer files fast.

  
",Just go for it!,Reviewed in India on 4 December 2018,4,gb available to use write speed be upto mbps You can transfer file fast,neu
2853,3.0 out of 5 stars,"









  
  
    
  When I first inserted it in my phone it shows memory card corrupted but when I formatted it become normal.I hope it doesn't corrupt

  
",When I first inserted it in my phone it shows ...,Reviewed in India on 11 December 2017,3,when I first insert it in my phone it show memory card corrupt but when I format it become normal I hope it do not corrupt,pos
2854,5.0 out of 5 stars,"









  
  
    
  When it comes to memory card or SSD no one comes closer to Samsung.

  
",My SanDisk 64gb failed and so I went for this,Reviewed in India on 3 April 2019,5,when it come to memory card or SSD no come close to Samsung,neg
2855,5.0 out of 5 stars,"









  
  
    
  Go ahead to buy

  
",Nice,Reviewed in India on 9 January 2018,5,go ahead to buy,neu
2856,5.0 out of 5 stars,"









  
  
    
  No issues so far

  
",Working good,Reviewed in India on 8 April 2019,5,no issue so far,neg
2857,5.0 out of 5 stars,"









  
  
    
  This best product

  
",Good,Reviewed in India on 4 March 2020,5,this good product,pos
2858,5.0 out of 5 stars,"









  
  
    
  Storage space is disappointing but the durability and reading speed is very fast and it makes your phone smooth

  
",Storage space is just 59.59 GB,Reviewed in India on 7 March 2019,5,storage space be disappointing but the durability and read speed be very fast and it make your phone smooth,neg
2859,5.0 out of 5 stars,"









  
  
    
  Extremely costly

  
",Extremely costly,Reviewed in India on 11 December 2017,5,extremely costly,neg
2860,5.0 out of 5 stars,"









  
  
    
  Very nice product

  
",Very nice,Reviewed in India on 27 January 2020,5,very nice product,pos
2861,5.0 out of 5 stars,"









  
  
    
  This is best and fastest card u can get under 2k. Full paisa vasool.

  
",Best,Reviewed in India on 4 February 2019,5,this be good and fast card can get under full paisa vasool,pos
2862,1.0 out of 5 stars,"









  
  
    
  Worst Ever Micro SD. Speed is 2-3 MBPS.95 MBPS is a hilarious Joke to trap you buying this

  
",Complete waste of Money.,Reviewed in India on 15 December 2019,1,Worst ever Micro SD speed be MBPS MBPS be hilarious joke to trap you buy this,neg
2863,5.0 out of 5 stars,"









  
  
    
  Really very breathtaking product. Amazing download speed.

  
",Amazing download speed,Reviewed in India on 1 June 2020,5,really very breathtaking product amazing download speed,pos
2864,5.0 out of 5 stars,"









  
  
    
  Superb product

  
",Good,Reviewed in India on 7 March 2018,5,Superb product,pos
2865,5.0 out of 5 stars,"









  
  
    
  Go for it

  
",Great purchase,Reviewed in India on 8 October 2017,5,go for it,neu
2866,5.0 out of 5 stars,"









  
  
    
  👍

  
",👌,Reviewed in India on 23 March 2019,5,,neu
2867,5.0 out of 5 stars,"









  
  
    
  Awesome

  
",Awesome,Reviewed in India on 9 May 2019,5,awesome,pos
2868,1.0 out of 5 stars,"









  
  
    
  This is not plug and play type of product, it is write protected.It is non format able unusable piece of plastic.Really disappointed.

  
",Disk is write protected,Reviewed in India on 11 December 2017,1,this be not plug and play type of product it be write protect It be non format able unusable piece of plastic really disappointed,neg
2869,5.0 out of 5 stars,"









  
  
    
  Samsung products quality good

  
",64gb memory,Reviewed in India on 23 October 2019,5,Samsung product quality good,pos
2870,1.0 out of 5 stars,"









  
  
    
  Photos saved to memory card by phone camera gets saved in android data . Cannot even delete that phto.

  
",Cannot format the memory card in fat32,Reviewed in India on 12 September 2019,1,Photos save to memory card by phone camera get save in android datum can not even delete that phto,pos
2871,5.0 out of 5 stars,"









  
  
    
  I grabbed one for 1399/- in lightening deal. Received original product. Performance is really better than UHS 1.

  
",Must Buy.,Reviewed in India on 28 October 2018,5,I grab for in lighten deal receive original product performance be really well than UHS,pos
2872,4.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 28 May 2019,4,Good,pos
2873,3.0 out of 5 stars,"









  
  
    
  It was a good memorycard but now its not working

  
",Good,Reviewed in India on 25 October 2017,3,It be good memorycard but now its not work,pos
2874,5.0 out of 5 stars,"









  
  
    
  Worthy and very good product thank u Amazon we always trust you...

  
",Five Stars,Reviewed in India on 4 December 2018,5,Worthy and very good product thank Amazon we always trust you,pos
2875,5.0 out of 5 stars,"









  
  
    
  Nice memory card but high priceThis memory card must be entered at a lower price.

  
",Nice work,Reviewed in India on 4 December 2018,5,nice memory card but high pricethis memory card must be enter at low price,neg
2876,5.0 out of 5 stars,"









  
  
    
  Fast memory card it came with SD adaptor.

  
",Fast memory card,Reviewed in India on 14 March 2019,5,fast memory card it come with sd adaptor,neu
2877,5.0 out of 5 stars,"









  
  
    
  Good and best budget i can use this for my action camera and my DJI spark drone it supports both so you can buy this card

  
",It Support action cam and dji spark drone also,Reviewed in India on 15 December 2018,5,good and good budget can use this for my action camera and my DJI spark drone it support both so you can buy this card,pos
2878,4.0 out of 5 stars,"









  
  
    
  Good one

  
",Good one,Reviewed in India on 26 December 2018,4,good,pos
2879,2.0 out of 5 stars,"









  
  
    
  Not detected in Mobile. Not able to format.. Stop working within 1.3 Year..

  
",Good product,Reviewed in India on 4 December 2018,2,not detect in Mobile not able to format stop work within Year,neg
2880,5.0 out of 5 stars,"









  
  
    
  Osm product ... Very useful memory....

  
",29 gb empty,Reviewed in India on 4 December 2018,5,Osm product very useful memory,pos
2881,4.0 out of 5 stars,"









  
  
    
  I tested the speed on my i5, 8GB ram laptop, and found the read and write speeds to be: 29MB/s & 26MB/s (Megabytes) resp. with the samsung sd adapter, which is still a good speed!

  
","Efficient, Faster(29MB/s), Easy to use, doesn't corrupts easily (atleast till now!)",Reviewed in India on 4 December 2018,4,I test the speed on my GB ram laptop and find the read and write speed to be mb mb Megabytes resp with the samsung sd adapter which be still good speed,pos
2882,4.0 out of 5 stars,"









  
  
    
  I didn't test my memory card speed yet. I love to see 128 memory card in my mobile.

  
",Good,Reviewed in India on 8 May 2019,4,I do not test my memory card speed yet I love to see memory card in my mobile,pos
2883,5.0 out of 5 stars,"









  
  
    
  Easy to install

  
",Working well so far,Reviewed in India on 22 December 2019,5,Easy to install,pos
2884,5.0 out of 5 stars,"









  
  
    
  Awesome speed. Value for money

  
",Great product.,Reviewed in India on 4 January 2019,5,awesome speed value for money,pos
2885,5.0 out of 5 stars,"









  
  
    
  Nice class 10 memory card

  
",Best memory card,Reviewed in India on 11 December 2017,5,Nice class memory card,pos
2886,4.0 out of 5 stars,"









  
  
    
  Storage is only 51.6. GB so they cheat they doesn't give the rest 12.6 GBS so please don't buy this if you want 64gb memory card

  
",Storage is only 51.6 GB  and I am cheated,Reviewed in India on 12 March 2018,4,storage be only GB so they cheat they do not give the rest GBS so please do not buy this if you want gb memory card,neu
2887,5.0 out of 5 stars,"









  
  
    
  Okay

  
",Good product,Reviewed in India on 25 November 2018,5,okay,pos
2888,5.0 out of 5 stars,"









  
  
    
  so far so good. was going to buy sandisk but this looks even better option.

  
",Five Stars,Reviewed in India on 7 July 2019,5,so far so good be go to buy sandisk but this look even well option,pos
2889,1.0 out of 5 stars,"









  
  
    
  This product is not not working ... I am trying to replace the same now.  However, the important data is lost....

  
",Not working......,Reviewed in India on 19 October 2019,1,this product be not not work I be try to replace the same now however the important datum be lose,neg
2890,3.0 out of 5 stars,"









  
  
    
  Good as compare to price

  
",Satisfied,Reviewed in India on 14 October 2017,3,Good as compare to price,pos
2891,5.0 out of 5 stars,"









  
  
    
  Fine

  
",Fast SD card,Reviewed in India on 17 February 2020,5,Fine,pos
2892,5.0 out of 5 stars,"









  
  
    
  Awesome Product

  
",Five-star,Reviewed in India on 28 January 2019,5,Awesome Product,pos
2893,5.0 out of 5 stars,"









  
  
    
  Super

  
",Super,Reviewed in India on 11 December 2017,5,Super,pos
2894,5.0 out of 5 stars,"









  
  
    
  Good  card and lot of storage for your mobile. Easy to install.  But price is a bit high.

  
",Loads of space at a bit higher price,Reviewed in India on 28 July 2020,5,Good card and lot of storage for your mobile easy to install but price be bit high,pos
2895,5.0 out of 5 stars,"









  
  
    
  Still going very good

  
",Very good,Reviewed in India on 4 September 2019,5,still go very good,pos
2896,5.0 out of 5 stars,"









  
  
    
  Super

  
",Nice,Reviewed in India on 27 October 2019,5,Super,pos
2897,5.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 10 December 2019,5,Good,pos
2898,5.0 out of 5 stars,"









  
  
    
  Like the branding of product .e with Samsung and the colour combination.

  
",Good,Reviewed in India on 29 December 2019,5,like the branding of product with Samsung and the colour combination,pos
2899,5.0 out of 5 stars,"









  
  
    
  Good

  
",G,Reviewed in India on 7 June 2019,5,Good,pos
2900,4.0 out of 5 stars,"









  
  
    
  I have used it for about 4 months approx  . Its is worth the price I got .. So four stars for it...

  
",(Four stars) 🌟🌟🌟🌟,Reviewed in India on 11 December 2017,4,I have use it for about month approx Its be worth the price I get so star for it,pos
2901,5.0 out of 5 stars,"









  
  
    
  Everything under excellent and good value for money. Need to use in good condition

  
",Good,Reviewed in India on 5 February 2019,5,everything under excellent and good value for money need to use in good condition,pos
2902,5.0 out of 5 stars,"









  
  
    
  Best thing is MMC adapter, plug and operate. You can easily get 50mbps copying speed

  
",More then 2 months. Working fine,Reviewed in India on 12 October 2019,5,good thing be MMC adapter plug and operate You can easily get mbps copying speed,pos
2903,5.0 out of 5 stars,"









  
  
    
  Excellent. Packaging was good and it arrived so quickly, i was surprised!

  
",Five Stars,Reviewed in India on 9 June 2020,5,Excellent packaging be good and it arrive so quickly be surprised,pos
2904,5.0 out of 5 stars,"









  
  
    
  Product is good value for money.

  
",Good,Reviewed in India on 4 December 2019,5,Product be good value for money,pos
2905,5.0 out of 5 stars,"









  
  
    
  Nice. One should get it.

  
",Samsung Ev memory card.,Reviewed in India on 30 November 2017,5,Nice should get it,pos
2906,5.0 out of 5 stars,"









  
  
    
  Excellent shipment and awesome product and performance.. Satisfied.

  
",Wow.. Go for this product.. Excellent..,Reviewed in India on 21 August 2019,5,excellent shipment and awesome product and performance satisfied,pos
2907,5.0 out of 5 stars,"









  
  
    
  Excellent sd card

  
",Brilliant,Reviewed in India on 27 November 2018,5,Excellent sd card,pos
2908,5.0 out of 5 stars,"









  
  
    
  Reasonable price.

  
",Nice product,Reviewed in India on 11 December 2017,5,reasonable price,neu
